Date,City,State,Lat,Lng,Population,AQI,Category,Defining_Parameter,initial_business_closure
2019-06-18,Columbus,OH,39.96118,-82.99879,850106.0,39,Good,Ozone,2020-03-15
2019-06-19,Columbus,OH,39.96118,-82.99879,850106.0,51,Moderate,Ozone,2020-03-15
2019-06-20,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,Ozone,2020-03-15
2019-06-21,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,Ozone,2020-03-15
2019-06-22,Columbus,OH,39.96118,-82.99879,850106.0,44,Good,Ozone,2020-03-15
2019-06-23,Columbus,OH,39.96118,-82.99879,850106.0,51,Moderate,Ozone,2020-03-15
2019-06-24,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,Ozone,2020-03-15
2019-06-25,Columbus,OH,39.96118,-82.99879,850106.0,58,Moderate,Ozone,2020-03-15
2019-06-26,Columbus,OH,39.96118,-82.99879,850106.0,80,Moderate,Ozone,2020-03-15
2019-06-27,Columbus,OH,39.96118,-82.99879,850106.0,61,Moderate,Ozone,2020-03-15
2019-06-28,Columbus,OH,39.96118,-82.99879,850106.0,93,Moderate,Ozone,2020-03-15
2019-06-29,Columbus,OH,39.96118,-82.99879,850106.0,90,Moderate,Ozone,2020-03-15
2019-06-30,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,Ozone,2020-03-15
2019-07-01,Columbus,OH,39.96118,-82.99879,850106.0,100,Moderate,Ozone,2020-03-15
2019-07-02,Columbus,OH,39.96118,-82.99879,850106.0,74,Moderate,Ozone,2020-03-15
2019-07-03,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,Ozone,2020-03-15
2019-07-04,Columbus,OH,39.96118,-82.99879,850106.0,57,Moderate,PM2.5,2020-03-15
2019-07-05,Columbus,OH,39.96118,-82.99879,850106.0,61,Moderate,Ozone,2020-03-15
2019-07-06,Columbus,OH,39.96118,-82.99879,850106.0,52,Moderate,PM2.5,2020-03-15
2019-07-07,Columbus,OH,39.96118,-82.99879,850106.0,43,Good,PM2.5,2020-03-15
2019-07-08,Columbus,OH,39.96118,-82.99879,850106.0,44,Good,Ozone,2020-03-15
2019-07-09,Columbus,OH,39.96118,-82.99879,850106.0,64,Moderate,Ozone,2020-03-15
2019-07-10,Columbus,OH,39.96118,-82.99879,850106.0,93,Moderate,Ozone,2020-03-15
2019-07-11,Columbus,OH,39.96118,-82.99879,850106.0,71,Moderate,Ozone,2020-03-15
2019-07-12,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,Ozone,2020-03-15
2019-07-13,Columbus,OH,39.96118,-82.99879,850106.0,97,Moderate,Ozone,2020-03-15
2019-07-14,Columbus,OH,39.96118,-82.99879,850106.0,50,Good,Ozone,2020-03-15
2019-07-15,Columbus,OH,39.96118,-82.99879,850106.0,101,Unhealthy for Sensitive Groups,Ozone,2020-03-15
2019-07-16,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,PM2.5,2020-03-15
2019-07-17,Columbus,OH,39.96118,-82.99879,850106.0,31,Good,Ozone,2020-03-15
2019-07-18,Columbus,OH,39.96118,-82.99879,850106.0,48,Good,Ozone,2020-03-15
2019-07-19,Columbus,OH,39.96118,-82.99879,850106.0,58,Moderate,PM2.5,2020-03-15
2019-07-20,Columbus,OH,39.96118,-82.99879,850106.0,56,Moderate,PM2.5,2020-03-15
2019-07-21,Columbus,OH,39.96118,-82.99879,850106.0,48,Good,PM2.5,2020-03-15
2019-07-22,Columbus,OH,39.96118,-82.99879,850106.0,31,Good,Ozone,2020-03-15
2019-07-23,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,Ozone,2020-03-15
2019-07-24,Columbus,OH,39.96118,-82.99879,850106.0,43,Good,Ozone,2020-03-15
2019-07-25,Columbus,OH,39.96118,-82.99879,850106.0,51,Moderate,Ozone,2020-03-15
2019-07-26,Columbus,OH,39.96118,-82.99879,850106.0,71,Moderate,Ozone,2020-03-15
2019-07-27,Columbus,OH,39.96118,-82.99879,850106.0,74,Moderate,Ozone,2020-03-15
2019-07-28,Columbus,OH,39.96118,-82.99879,850106.0,74,Moderate,Ozone,2020-03-15
2019-07-29,Columbus,OH,39.96118,-82.99879,850106.0,57,Moderate,PM2.5,2020-03-15
2019-07-30,Columbus,OH,39.96118,-82.99879,850106.0,47,Good,Ozone,2020-03-15
2019-07-31,Columbus,OH,39.96118,-82.99879,850106.0,49,Good,Ozone,2020-03-15
2019-08-01,Columbus,OH,39.96118,-82.99879,850106.0,51,Moderate,Ozone,2020-03-15
2019-08-02,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,Ozone,2020-03-15
2019-08-03,Columbus,OH,39.96118,-82.99879,850106.0,61,Moderate,Ozone,2020-03-15
2019-08-04,Columbus,OH,39.96118,-82.99879,850106.0,58,Moderate,Ozone,2020-03-15
2019-08-05,Columbus,OH,39.96118,-82.99879,850106.0,77,Moderate,Ozone,2020-03-15
2019-08-06,Columbus,OH,39.96118,-82.99879,850106.0,84,Moderate,Ozone,2020-03-15
2019-08-07,Columbus,OH,39.96118,-82.99879,850106.0,49,Good,Ozone,2020-03-15
2019-08-08,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,Ozone,2020-03-15
2019-08-09,Columbus,OH,39.96118,-82.99879,850106.0,41,Good,Ozone,2020-03-15
2019-08-10,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,Ozone,2020-03-15
2019-08-11,Columbus,OH,39.96118,-82.99879,850106.0,49,Good,Ozone,2020-03-15
2019-08-12,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,Ozone,2020-03-15
2019-08-13,Columbus,OH,39.96118,-82.99879,850106.0,42,Good,PM2.5,2020-03-15
2019-08-14,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,Ozone,2020-03-15
2019-08-15,Columbus,OH,39.96118,-82.99879,850106.0,49,Good,Ozone,2020-03-15
2019-08-16,Columbus,OH,39.96118,-82.99879,850106.0,50,Good,Ozone,2020-03-15
2019-08-17,Columbus,OH,39.96118,-82.99879,850106.0,48,Good,Ozone,2020-03-15
2019-08-18,Columbus,OH,39.96118,-82.99879,850106.0,52,Moderate,PM2.5,2020-03-15
2019-08-19,Columbus,OH,39.96118,-82.99879,850106.0,64,Moderate,Ozone,2020-03-15
2019-08-20,Columbus,OH,39.96118,-82.99879,850106.0,48,Good,Ozone,2020-03-15
2019-08-21,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,Ozone,2020-03-15
2019-08-22,Columbus,OH,39.96118,-82.99879,850106.0,39,Good,Ozone,2020-03-15
2019-08-23,Columbus,OH,39.96118,-82.99879,850106.0,29,Good,Ozone,2020-03-15
2019-08-24,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,Ozone,2020-03-15
2019-08-25,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,Ozone,2020-03-15
2019-08-26,Columbus,OH,39.96118,-82.99879,850106.0,31,Good,PM2.5,2020-03-15
2019-08-27,Columbus,OH,39.96118,-82.99879,850106.0,28,Good,PM2.5,2020-03-15
2019-08-28,Columbus,OH,39.96118,-82.99879,850106.0,36,Good,Ozone,2020-03-15
2019-08-29,Columbus,OH,39.96118,-82.99879,850106.0,43,Good,Ozone,2020-03-15
2019-08-30,Columbus,OH,39.96118,-82.99879,850106.0,46,Good,Ozone,2020-03-15
2019-08-31,Columbus,OH,39.96118,-82.99879,850106.0,39,Good,Ozone,2020-03-15
2019-09-01,Columbus,OH,39.96118,-82.99879,850106.0,35,Good,Ozone,2020-03-15
2019-09-02,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,Ozone,2020-03-15
2019-09-03,Columbus,OH,39.96118,-82.99879,850106.0,44,Good,PM2.5,2020-03-15
2019-09-04,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,Ozone,2020-03-15
2019-09-05,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,Ozone,2020-03-15
2019-09-06,Columbus,OH,39.96118,-82.99879,850106.0,44,Good,Ozone,2020-03-15
2019-09-07,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,PM2.5,2020-03-15
2019-09-08,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,Ozone,2020-03-15
2019-09-09,Columbus,OH,39.96118,-82.99879,850106.0,47,Good,Ozone,2020-03-15
2019-09-10,Columbus,OH,39.96118,-82.99879,850106.0,61,Moderate,Ozone,2020-03-15
2019-09-11,Columbus,OH,39.96118,-82.99879,850106.0,74,Moderate,Ozone,2020-03-15
2019-09-12,Columbus,OH,39.96118,-82.99879,850106.0,55,Moderate,PM2.5,2020-03-15
2019-09-13,Columbus,OH,39.96118,-82.99879,850106.0,80,Moderate,Ozone,2020-03-15
2019-09-14,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,Ozone,2020-03-15
2019-09-15,Columbus,OH,39.96118,-82.99879,850106.0,48,Good,PM2.5,2020-03-15
2019-09-16,Columbus,OH,39.96118,-82.99879,850106.0,49,Good,Ozone,2020-03-15
2019-09-17,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,Ozone,2020-03-15
2019-09-18,Columbus,OH,39.96118,-82.99879,850106.0,50,Good,Ozone,2020-03-15
2019-09-19,Columbus,OH,39.96118,-82.99879,850106.0,61,Moderate,Ozone,2020-03-15
2019-09-20,Columbus,OH,39.96118,-82.99879,850106.0,77,Moderate,Ozone,2020-03-15
2019-09-21,Columbus,OH,39.96118,-82.99879,850106.0,56,Moderate,PM2.5,2020-03-15
2019-09-22,Columbus,OH,39.96118,-82.99879,850106.0,49,Good,PM2.5,2020-03-15
2019-09-23,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,Ozone,2020-03-15
2019-09-24,Columbus,OH,39.96118,-82.99879,850106.0,39,Good,Ozone,2020-03-15
2019-09-25,Columbus,OH,39.96118,-82.99879,850106.0,48,Good,Ozone,2020-03-15
2019-09-26,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,Ozone,2020-03-15
2019-09-27,Columbus,OH,39.96118,-82.99879,850106.0,49,Good,Ozone,2020-03-15
2019-09-28,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,Ozone,2020-03-15
2019-09-29,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,Ozone,2020-03-15
2019-09-30,Columbus,OH,39.96118,-82.99879,850106.0,56,Moderate,PM2.5,2020-03-15
2019-10-01,Columbus,OH,39.96118,-82.99879,850106.0,58,Moderate,PM2.5,2020-03-15
2019-10-02,Columbus,OH,39.96118,-82.99879,850106.0,47,Good,PM2.5,2020-03-15
2019-10-03,Columbus,OH,39.96118,-82.99879,850106.0,42,Good,Ozone,2020-03-15
2019-10-04,Columbus,OH,39.96118,-82.99879,850106.0,24,Good,Ozone,2020-03-15
2019-10-05,Columbus,OH,39.96118,-82.99879,850106.0,46,Good,PM2.5,2020-03-15
2019-10-06,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,PM2.5,2020-03-15
2019-10-07,Columbus,OH,39.96118,-82.99879,850106.0,35,Good,PM2.5,2020-03-15
2019-10-08,Columbus,OH,39.96118,-82.99879,850106.0,36,Good,Ozone,2020-03-15
2019-10-09,Columbus,OH,39.96118,-82.99879,850106.0,39,Good,Ozone,2020-03-15
2019-10-10,Columbus,OH,39.96118,-82.99879,850106.0,43,Good,Ozone,2020-03-15
2019-10-11,Columbus,OH,39.96118,-82.99879,850106.0,41,Good,PM2.5,2020-03-15
2019-10-12,Columbus,OH,39.96118,-82.99879,850106.0,33,Good,Ozone,2020-03-15
2019-10-13,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,Ozone,2020-03-15
2019-10-14,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,Ozone,2020-03-15
2019-10-15,Columbus,OH,39.96118,-82.99879,850106.0,47,Good,Ozone,2020-03-15
2019-10-16,Columbus,OH,39.96118,-82.99879,850106.0,29,Good,PM2.5,2020-03-15
2019-10-17,Columbus,OH,39.96118,-82.99879,850106.0,27,Good,Ozone,2020-03-15
2019-10-18,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,PM2.5,2020-03-15
2019-10-19,Columbus,OH,39.96118,-82.99879,850106.0,59,Moderate,PM2.5,2020-03-15
2019-10-20,Columbus,OH,39.96118,-82.99879,850106.0,53,Moderate,PM2.5,2020-03-15
2019-10-21,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,PM2.5,2020-03-15
2019-10-22,Columbus,OH,39.96118,-82.99879,850106.0,32,Good,Ozone,2020-03-15
2019-10-23,Columbus,OH,39.96118,-82.99879,850106.0,33,Good,Ozone,2020-03-15
2019-10-24,Columbus,OH,39.96118,-82.99879,850106.0,36,Good,Ozone,2020-03-15
2019-10-25,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,PM2.5,2020-03-15
2019-10-26,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,PM2.5,2020-03-15
2019-10-27,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,PM2.5,2020-03-15
2019-10-28,Columbus,OH,39.96118,-82.99879,850106.0,50,Good,PM2.5,2020-03-15
2019-10-29,Columbus,OH,39.96118,-82.99879,850106.0,51,Moderate,PM2.5,2020-03-15
2019-10-30,Columbus,OH,39.96118,-82.99879,850106.0,55,Moderate,PM2.5,2020-03-15
2019-10-31,Columbus,OH,39.96118,-82.99879,850106.0,32,Good,PM2.5,2020-03-15
2019-11-01,Columbus,OH,39.96118,-82.99879,850106.0,49,Good,PM2.5,2020-03-15
2019-11-02,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,PM2.5,2020-03-15
2019-11-03,Columbus,OH,39.96118,-82.99879,850106.0,30,Good,PM2.5,2020-03-15
2019-11-04,Columbus,OH,39.96118,-82.99879,850106.0,29,Good,PM2.5,2020-03-15
2019-11-05,Columbus,OH,39.96118,-82.99879,850106.0,43,Good,PM2.5,2020-03-15
2019-11-06,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,PM2.5,2020-03-15
2019-11-07,Columbus,OH,39.96118,-82.99879,850106.0,51,Moderate,PM2.5,2020-03-15
2019-11-08,Columbus,OH,39.96118,-82.99879,850106.0,36,Good,PM2.5,2020-03-15
2019-11-09,Columbus,OH,39.96118,-82.99879,850106.0,46,Good,PM2.5,2020-03-15
2019-11-10,Columbus,OH,39.96118,-82.99879,850106.0,56,Moderate,PM2.5,2020-03-15
2019-11-11,Columbus,OH,39.96118,-82.99879,850106.0,58,Moderate,PM2.5,2020-03-15
2019-11-12,Columbus,OH,39.96118,-82.99879,850106.0,29,Good,PM2.5,2020-03-15
2019-11-13,Columbus,OH,39.96118,-82.99879,850106.0,55,Moderate,PM2.5,2020-03-15
2019-11-14,Columbus,OH,39.96118,-82.99879,850106.0,57,Moderate,PM2.5,2020-03-15
2019-11-15,Columbus,OH,39.96118,-82.99879,850106.0,65,Moderate,PM2.5,2020-03-15
2019-11-16,Columbus,OH,39.96118,-82.99879,850106.0,58,Moderate,PM2.5,2020-03-15
2019-11-17,Columbus,OH,39.96118,-82.99879,850106.0,65,Moderate,PM2.5,2020-03-15
2019-11-18,Columbus,OH,39.96118,-82.99879,850106.0,73,Moderate,PM2.5,2020-03-15
2019-11-19,Columbus,OH,39.96118,-82.99879,850106.0,56,Moderate,PM2.5,2020-03-15
2019-11-20,Columbus,OH,39.96118,-82.99879,850106.0,61,Moderate,PM2.5,2020-03-15
2019-11-21,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,PM2.5,2020-03-15
2019-11-22,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,PM2.5,2020-03-15
2019-11-23,Columbus,OH,39.96118,-82.99879,850106.0,55,Moderate,PM2.5,2020-03-15
2019-11-24,Columbus,OH,39.96118,-82.99879,850106.0,53,Moderate,PM2.5,2020-03-15
2019-11-25,Columbus,OH,39.96118,-82.99879,850106.0,43,Good,PM2.5,2020-03-15
2019-11-26,Columbus,OH,39.96118,-82.99879,850106.0,52,Moderate,PM2.5,2020-03-15
2019-11-27,Columbus,OH,39.96118,-82.99879,850106.0,27,Good,PM2.5,2020-03-15
2019-11-28,Columbus,OH,39.96118,-82.99879,850106.0,21,Good,PM2.5,2020-03-15
2019-11-29,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,PM2.5,2020-03-15
2019-11-30,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,PM2.5,2020-03-15
2019-12-01,Columbus,OH,39.96118,-82.99879,850106.0,23,Good,PM2.5,2020-03-15
2019-12-02,Columbus,OH,39.96118,-82.99879,850106.0,17,Good,PM2.5,2020-03-15
2019-12-03,Columbus,OH,39.96118,-82.99879,850106.0,27,Good,PM2.5,2020-03-15
2019-12-04,Columbus,OH,39.96118,-82.99879,850106.0,31,Good,PM2.5,2020-03-15
2019-12-05,Columbus,OH,39.96118,-82.99879,850106.0,30,Good,NO2,2020-03-15
2019-12-06,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,PM2.5,2020-03-15
2019-12-07,Columbus,OH,39.96118,-82.99879,850106.0,42,Good,PM2.5,2020-03-15
2019-12-08,Columbus,OH,39.96118,-82.99879,850106.0,42,Good,PM2.5,2020-03-15
2019-12-09,Columbus,OH,39.96118,-82.99879,850106.0,24,Good,PM2.5,2020-03-15
2019-12-10,Columbus,OH,39.96118,-82.99879,850106.0,24,Good,PM2.5,2020-03-15
2019-12-11,Columbus,OH,39.96118,-82.99879,850106.0,43,Good,PM2.5,2020-03-15
2019-12-12,Columbus,OH,39.96118,-82.99879,850106.0,46,Good,PM2.5,2020-03-15
2019-12-13,Columbus,OH,39.96118,-82.99879,850106.0,32,Good,PM2.5,2020-03-15
2019-12-14,Columbus,OH,39.96118,-82.99879,850106.0,60,Moderate,PM2.5,2020-03-15
2019-12-15,Columbus,OH,39.96118,-82.99879,850106.0,52,Moderate,PM2.5,2020-03-15
2019-12-16,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,PM2.5,2020-03-15
2019-12-17,Columbus,OH,39.96118,-82.99879,850106.0,54,Moderate,PM2.5,2020-03-15
2019-12-18,Columbus,OH,39.96118,-82.99879,850106.0,48,Good,PM2.5,2020-03-15
2019-12-19,Columbus,OH,39.96118,-82.99879,850106.0,42,Good,PM2.5,2020-03-15
2019-12-20,Columbus,OH,39.96118,-82.99879,850106.0,81,Moderate,PM2.5,2020-03-15
2019-12-21,Columbus,OH,39.96118,-82.99879,850106.0,64,Moderate,PM2.5,2020-03-15
2019-12-22,Columbus,OH,39.96118,-82.99879,850106.0,72,Moderate,PM2.5,2020-03-15
2019-12-23,Columbus,OH,39.96118,-82.99879,850106.0,72,Moderate,PM2.5,2020-03-15
2019-12-24,Columbus,OH,39.96118,-82.99879,850106.0,62,Moderate,PM2.5,2020-03-15
2019-12-25,Columbus,OH,39.96118,-82.99879,850106.0,66,Moderate,PM2.5,2020-03-15
2019-12-26,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,PM2.5,2020-03-15
2019-12-27,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,PM2.5,2020-03-15
2019-12-28,Columbus,OH,39.96118,-82.99879,850106.0,57,Moderate,PM2.5,2020-03-15
2019-12-29,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,PM2.5,2020-03-15
2019-12-30,Columbus,OH,39.96118,-82.99879,850106.0,11,Good,PM2.5,2020-03-15
2019-12-31,Columbus,OH,39.96118,-82.99879,850106.0,15,Good,PM2.5,2020-03-15
2020-01-01,Columbus,OH,39.96118,-82.99879,850106.0,24,Good,PM2.5,2020-03-15
2020-01-02,Columbus,OH,39.96118,-82.99879,850106.0,17,Good,PM2.5,2020-03-15
2020-01-03,Columbus,OH,39.96118,-82.99879,850106.0,23,Good,NO2,2020-03-15
2020-01-04,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,PM2.5,2020-03-15
2020-01-05,Columbus,OH,39.96118,-82.99879,850106.0,24,Good,PM2.5,2020-03-15
2020-01-06,Columbus,OH,39.96118,-82.99879,850106.0,25,Good,PM2.5,2020-03-15
2020-01-07,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,PM2.5,2020-03-15
2020-01-08,Columbus,OH,39.96118,-82.99879,850106.0,21,Good,PM2.5,2020-03-15
2020-01-09,Columbus,OH,39.96118,-82.99879,850106.0,22,Good,PM2.5,2020-03-15
2020-01-10,Columbus,OH,39.96118,-82.99879,850106.0,29,Good,PM2.5,2020-03-15
2020-01-11,Columbus,OH,39.96118,-82.99879,850106.0,13,Good,PM2.5,2020-03-15
2020-01-12,Columbus,OH,39.96118,-82.99879,850106.0,16,Good,PM2.5,2020-03-15
2020-01-13,Columbus,OH,39.96118,-82.99879,850106.0,28,Good,PM2.5,2020-03-15
2020-01-14,Columbus,OH,39.96118,-82.99879,850106.0,50,Good,PM2.5,2020-03-15
2020-01-15,Columbus,OH,39.96118,-82.99879,850106.0,47,Good,PM2.5,2020-03-15
2020-01-16,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,PM2.5,2020-03-15
2020-01-17,Columbus,OH,39.96118,-82.99879,850106.0,19,Good,PM2.5,2020-03-15
2020-01-18,Columbus,OH,39.96118,-82.99879,850106.0,18,Good,PM2.5,2020-03-15
2020-01-19,Columbus,OH,39.96118,-82.99879,850106.0,52,Moderate,PM2.5,2020-03-15
2020-01-20,Columbus,OH,39.96118,-82.99879,850106.0,44,Good,PM2.5,2020-03-15
2020-01-21,Columbus,OH,39.96118,-82.99879,850106.0,44,Good,PM2.5,2020-03-15
2020-01-22,Columbus,OH,39.96118,-82.99879,850106.0,65,Moderate,PM2.5,2020-03-15
2020-01-23,Columbus,OH,39.96118,-82.99879,850106.0,50,Good,PM2.5,2020-03-15
2020-01-24,Columbus,OH,39.96118,-82.99879,850106.0,21,Good,PM2.5,2020-03-15
2020-01-25,Columbus,OH,39.96118,-82.99879,850106.0,25,Good,PM2.5,2020-03-15
2020-01-26,Columbus,OH,39.96118,-82.99879,850106.0,27,Good,PM2.5,2020-03-15
2020-01-27,Columbus,OH,39.96118,-82.99879,850106.0,47,Good,PM2.5,2020-03-15
2020-01-28,Columbus,OH,39.96118,-82.99879,850106.0,28,Good,PM2.5,2020-03-15
2020-01-29,Columbus,OH,39.96118,-82.99879,850106.0,26,Good,PM2.5,2020-03-15
2020-01-30,Columbus,OH,39.96118,-82.99879,850106.0,33,Good,PM2.5,2020-03-15
2020-01-31,Columbus,OH,39.96118,-82.99879,850106.0,60,Moderate,PM2.5,2020-03-15
2020-02-01,Columbus,OH,39.96118,-82.99879,850106.0,58,Moderate,PM2.5,2020-03-15
2020-02-02,Columbus,OH,39.96118,-82.99879,850106.0,26,Good,PM2.5,2020-03-15
2020-02-03,Columbus,OH,39.96118,-82.99879,850106.0,29,Good,NO2,2020-03-15
2020-02-04,Columbus,OH,39.96118,-82.99879,850106.0,27,Good,PM2.5,2020-03-15
2020-02-05,Columbus,OH,39.96118,-82.99879,850106.0,11,Good,PM2.5,2020-03-15
2020-02-06,Columbus,OH,39.96118,-82.99879,850106.0,23,Good,PM2.5,2020-03-15
2020-02-07,Columbus,OH,39.96118,-82.99879,850106.0,30,Good,PM2.5,2020-03-15
2020-02-08,Columbus,OH,39.96118,-82.99879,850106.0,43,Good,PM2.5,2020-03-15
2020-02-09,Columbus,OH,39.96118,-82.99879,850106.0,53,Moderate,PM2.5,2020-03-15
2020-02-10,Columbus,OH,39.96118,-82.99879,850106.0,22,Good,PM2.5,2020-03-15
2020-02-11,Columbus,OH,39.96118,-82.99879,850106.0,53,Moderate,PM2.5,2020-03-15
2020-02-12,Columbus,OH,39.96118,-82.99879,850106.0,57,Moderate,PM2.5,2020-03-15
2020-02-13,Columbus,OH,39.96118,-82.99879,850106.0,31,Good,PM2.5,2020-03-15
2020-02-14,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,PM2.5,2020-03-15
2020-02-15,Columbus,OH,39.96118,-82.99879,850106.0,44,Good,PM2.5,2020-03-15
2020-02-16,Columbus,OH,39.96118,-82.99879,850106.0,33,Good,PM2.5,2020-03-15
2020-02-17,Columbus,OH,39.96118,-82.99879,850106.0,47,Good,PM2.5,2020-03-15
2020-02-18,Columbus,OH,39.96118,-82.99879,850106.0,44,Good,PM2.5,2020-03-15
2020-02-19,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,PM2.5,2020-03-15
2020-02-20,Columbus,OH,39.96118,-82.99879,850106.0,30,Good,PM2.5,2020-03-15
2020-02-21,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,PM2.5,2020-03-15
2020-02-22,Columbus,OH,39.96118,-82.99879,850106.0,48,Good,PM2.5,2020-03-15
2020-02-23,Columbus,OH,39.96118,-82.99879,850106.0,35,Good,PM2.5,2020-03-15
2020-02-24,Columbus,OH,39.96118,-82.99879,850106.0,46,Good,PM2.5,2020-03-15
2020-02-25,Columbus,OH,39.96118,-82.99879,850106.0,50,Good,PM2.5,2020-03-15
2020-02-26,Columbus,OH,39.96118,-82.99879,850106.0,30,Good,NO2,2020-03-15
2020-02-27,Columbus,OH,39.96118,-82.99879,850106.0,27,Good,PM2.5,2020-03-15
2020-02-28,Columbus,OH,39.96118,-82.99879,850106.0,44,Good,PM2.5,2020-03-15
2020-02-29,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,PM2.5,2020-03-15
2020-03-01,Columbus,OH,39.96118,-82.99879,850106.0,39,Good,Ozone,2020-03-15
2020-03-02,Columbus,OH,39.96118,-82.99879,850106.0,42,Good,PM2.5,2020-03-15
2020-03-03,Columbus,OH,39.96118,-82.99879,850106.0,35,Good,Ozone,2020-03-15
2020-03-04,Columbus,OH,39.96118,-82.99879,850106.0,35,Good,Ozone,2020-03-15
2020-03-05,Columbus,OH,39.96118,-82.99879,850106.0,38,Good,Ozone,2020-03-15
2020-03-06,Columbus,OH,39.96118,-82.99879,850106.0,32,Good,Ozone,2020-03-15
2020-03-07,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,Ozone,2020-03-15
2020-03-08,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,Ozone,2020-03-15
2020-03-09,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,PM2.5,2020-03-15
2020-03-10,Columbus,OH,39.96118,-82.99879,850106.0,35,Good,Ozone,2020-03-15
2020-03-11,Columbus,OH,39.96118,-82.99879,850106.0,45,Good,PM2.5,2020-03-15
2020-03-12,Columbus,OH,39.96118,-82.99879,850106.0,46,Good,PM2.5,2020-03-15
2020-03-13,Columbus,OH,39.96118,-82.99879,850106.0,37,Good,Ozone,2020-03-15
2020-03-14,Columbus,OH,39.96118,-82.99879,850106.0,34,Good,Ozone,2020-03-15
2020-03-15,Columbus,OH,39.96118,-82.99879,850106.0,33,Good,Ozone,2020-03-15
2020-03-16,Columbus,OH,39.96118,-82.99879,850106.0,31,Good,Ozone,2020-03-15
2020-03-17,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,PM2.5,2020-03-15
2020-03-18,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,PM2.5,2020-03-15
2020-03-19,Columbus,OH,39.96118,-82.99879,850106.0,28,Good,Ozone,2020-03-15
2020-03-20,Columbus,OH,39.96118,-82.99879,850106.0,31,Good,Ozone,2020-03-15
2020-03-21,Columbus,OH,39.96118,-82.99879,850106.0,36,Good,Ozone,2020-03-15
2020-03-22,Columbus,OH,39.96118,-82.99879,850106.0,39,Good,Ozone,2020-03-15
2020-03-23,Columbus,OH,39.96118,-82.99879,850106.0,36,Good,PM2.5,2020-03-15
2020-03-24,Columbus,OH,39.96118,-82.99879,850106.0,40,Good,PM2.5,2020-03-15
2020-03-25,Columbus,OH,39.96118,-82.99879,850106.0,53,Moderate,PM2.5,2020-03-15
2020-03-26,Columbus,OH,39.96118,-82.99879,850106.0,42,Good,Ozone,2020-03-15
